"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.GoodForMeal","attributes.BusinessParking","attributes.Caters","attributes.NoiseLevel","attributes.RestaurantsTakeOut","attributes.RestaurantsPriceRange2","attributes.OutdoorSeating","attributes.BikeParking","attributes.Ambience","attributes.HasTV","attributes.WiFi","attributes.Alcohol","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.BusinessAcceptsCreditCards","Chinese","French","Mexican","Italian","Indian","Japanese","American"
"6056",119921,"ZtsnwjxjzMUI6tDZNrJUeA","Montana Meat Company - Durango","9135 S Durango","Las Vegas","NV","89113",36.021932,-115.279583,3.5,377,1,"American (Traditional), Steakhouses, Seafood, Restaurants, Burgers","True","False",4,1,"True","u'average'","True","2","False","True",1,"True","'free'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6057",119934,"PqenTClWPJVxw0_XWr5WHg","Curry Hut","4450 N Tenaya Way, Ste 155","Las Vegas","NV","89129",36.241778,-115.2501424,4.5,166,1,"Asian Fusion, Tea Rooms, Juice Bars & Smoothies, Japanese Curry, Thai, Restaurants, Japanese, Food","True","False",2,0,"False","'average'","True","2","False",NA,2,"False","'free'","'none'","'casual'","True","True","True",0,0,0,0,0,1,0
"6058",119979,"rsjrcxOIJm9VdkSNpkXZ9Q","Via Cibo","808 York Mills Road","North York","ON","M3B 1X8",43.7544216805,-79.3581078386,3.5,113,1,"Sandwiches, Pizza, Restaurants, Italian","True","False",2,1,"True","u'average'","True","2","True","True",1,"False","u'no'","u'beer_and_wine'","u'casual'","True","True",NA,0,0,0,1,0,0,0
"6059",119991,"I6EDDi4-Eq_XlFghcDCUhw","Joes Seafood Prime Steak & Stone Crab","3500 Las Vegas Blvd S, Ste R-05","Las Vegas","NV","89109",36.1189331996,-115.1737519444,4.5,2417,1,"Steakhouses, Nightlife, Seafood, Restaurants, Bars, Wine Bars","False","True",1,2,"True","u'average'","True","3","True","False",1,"True","u'no'","'full_bar'","'dressy'","True","False","True",0,0,0,0,0,0,0
"6060",120013,"p-w6g8cuQq5PU_4U1XNCzQ","El Mescal Family Mexican Restaurant","4460 S Durango Dr","Las Vegas","NV","89147",36.1084135,-115.2781595,4,122,0,"Restaurants, Mexican","True","True",3,1,"True","'average'","True","2","True","True",1,"True","'free'","'full_bar'","'casual'","True","False","True",0,0,1,0,0,0,0
"6061",120026,"GQSmxqRi_s9U9qd5gHLKAw","Duke's Refresher + Bar","382 Yonge Street, Unit 8","Toronto","ON","M5B 1S8",43.6590440287,-79.3830707247,4,161,1,"Sandwiches, Restaurants, Bars, American (Traditional), Nightlife, Beer Bar, Burgers, Breakfast & Brunch, Sports Bars, Pubs","False","True",2,1,"False","u'loud'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","False",NA,0,0,0,0,0,0,1
"6062",120038,"TF4iJDrgB_ygfJWN4POg8A","Siri Thai","2605 Windmill Pkwy","Henderson","NV","89074",36.0421392,-115.1013529,3.5,190,1,"Seafood, Thai, Restaurants","True","True",2,1,"True","u'quiet'","True","2","False","False",1,"False","u'no'","u'beer_and_wine'","u'casual'","True","True","True",0,0,0,0,0,0,0
"6063",120070,"tuTAKHUm7ErDRZ2Yll8LzQ","Completo","5 Coady Avenue","Toronto","ON","M4M 2Y9",43.6626328,-79.3340575,4.5,125,1,"Food, Comfort Food, Restaurants, Street Vendors, Latin American, Fast Food","True","False",1,1,"True","u'average'","True","1","True","True",2,"True","u'no'","'none'","u'casual'","False","True",NA,0,0,0,0,0,0,1
"6064",120103,"H1Mp8I2YuyBe8lFHnRk3iA","Brazilian Bull Steakhouse","4909 E Chandler Blvd","Phoenix","AZ","85048",33.3039011,-111.9784087,2.5,162,0,"Latin American, Brazilian, Barbeque, Restaurants, Steakhouses","False","True",NA,1,"False","u'average'","True","3","False","True",1,"True","u'no'","'full_bar'","'casual'","True","True","True",0,0,0,0,0,0,1
"6065",120118,"mUVAMNN7BCQ9HGA9w_7C1g","Ingo's Tasty Food","4502 N 40th St","Phoenix","AZ","85018",33.502758,-111.99565,4.5,483,1,"Burgers, Delis, Beer, Wine & Spirits, Food Stands, Breakfast & Brunch, American (New), Food, Restaurants","True","False",2,2,"False","u'average'","True","2","True","True",1,"True","u'no'","u'full_bar'","u'casual'","True","True","True",0,0,0,0,0,0,1
"6066",120144,"KVUOj74lBgogrdKcNQH_zQ","King Palace","820 Church Street","Toronto","ON","M4W 2M9",43.6720837448,-79.3858351598,3,113,1,"Local Flavor, Restaurants, Indian, Middle Eastern, Pakistani","True","False",3,1,"False","u'average'","True","2","False","True",1,"True","u'no'","u'none'","u'casual'","True","False",NA,0,0,0,0,1,0,0
"6067",120152,"iPM85PQMs7QoAxw-Og9ChQ","Gordon Biersch Brewery Restaurant","750 S Rampart Blvd, Ste 16","Las Vegas","NV","89145",36.1645604,-115.2893048,3.5,187,0,"Breweries, Restaurants, Food, American (New)","True","True",2,1,"False","u'average'","True","2","True","True",1,"True","u'no'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6068",120174,"vg4KopGHV778wmsKErAMQw","NYPD Pizza","13980 W Bell Rd, Ste 1","Surprise","AZ","85374",33.6403916448,-112.36084737,4,201,1,"Pizza, Restaurants, Italian","True","False",2,1,"True","'average'","True","2","False","True",1,"True","u'no'","u'beer_and_wine'","u'casual'","True","True","True",0,0,0,1,0,0,0
"6069",120179,"qqs7LP4TXAoOrSlaKRfz3A","DW Bistro","9275 W Russell Rd, Ste 190","Las Vegas","NV","89148",36.0842933813,-115.293878168,4.5,1203,1,"New Mexican Cuisine, Caribbean, Cocktail Bars, American (Traditional), American (New), Restaurants, Nightlife, Bars","True","True",3,1,"True","u'average'","True","2","True","True",1,"False","'free'","u'full_bar'","u'casual'","True","False","True",0,0,1,0,0,0,1
"6070",120253,"64dfRmMmUsOdLnkBOtzp4w","Gallo Blanco","401 W Clarendon Ave","Phoenix","AZ","85013",33.49112,-112.079081,4,895,0,"Burgers, Salad, Cafes, Nightlife, Sandwiches, Mexican, Bars, Restaurants","True","False",2,2,"False","u'average'","False","2","False","True",1,"True","u'free'","u'none'","u'casual'","True","False","False",0,0,1,0,0,0,0
"6071",120264,"IsoLzudHC50oJLiEWpwV-w","Chelsea's Kitchen","5040 N 40th St","Phoenix","AZ","85018",33.5112367,-111.9956119,4,1363,1,"Breakfast & Brunch, Restaurants, American (New), American (Traditional)","True","False",2,2,"False","u'average'","False","2","True","True",1,"True","u'no'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6072",120275,"SFnrHuVFSNiondFVUBLJZQ","Chez Suzette","3 Rue Saint-Paul E","Montréal","QC","H2Y 1E9",45.5059184294,-73.5536031,4,344,1,"Creperies, Restaurants, French","True","True",3,1,"False","u'average'","True","2","True","True",1,"False","'free'","u'full_bar'","u'casual'","True","False",NA,0,1,0,0,0,0,0
"6073",120292,"dUOueknc1hk6m78AaiIwuQ","Silk Thai","4995 S Alma School Rd, Ste 1","Chandler","AZ","85248",33.2334016,-111.857963,3.5,112,1,"Thai, Bars, Vegan, Cocktail Bars, Gluten-Free, Nightlife, Restaurants, Asian Fusion","True","True",2,1,"True","'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","True","True",0,0,0,0,0,0,0
"6074",120346,"b4LmLgVdbhM-nc1IZc5Weg","Rodney's Oyster House","469 King Street W","Toronto","ON","M5V 1K4",43.644948,-79.396846,4,336,1,"Seafood, Restaurants","False","True",1,1,"True","u'average'","True","3","True","False",1,"False","u'free'","u'beer_and_wine'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"6075",120352,"jovBGZAYjGRusbKPnePufA","Brown Rice Thai Kitchen","1910 Village Center Cir, Ste 3","Las Vegas","NV","89134",36.1932914379,-115.3040919117,4,127,1,"Restaurants, Thai","True","False",2,1,"False","'quiet'","True","2","True","True",1,"False","'no'","'none'","'casual'","False","False","True",0,0,0,0,0,0,0
"6076",120353,"cTJjTKz2huGZ-ElScC2pSw","Windsor","5223 N Central Ave","Phoenix","AZ","85012",33.513575,-112.073381,4,1100,1,"Restaurants, Nightlife, Bars, Breakfast & Brunch, Pubs, Food, American (New), Beer, Wine & Spirits","True","True",2,2,"True","u'average'","True","2","True","True",2,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6077",120387,"9HDU4onlEZU27fUbF-m7wA","Steak And Stone","1026 S Gilbert Rd","Gilbert","AZ","85296",33.3310821,-111.7912298,3.5,241,0,"Barbeque, Steakhouses, Restaurants","True","False",3,1,"True","'average'","True","2","True","True",1,"True","u'free'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"6078",120390,"bLRjPq9-pAdXirAWWTuZzg","Taberna de Tequilla","Phoenix Sky Harbor Airport","Phoenix","AZ","85034",33.4366741122,-112.0089428905,2,178,1,"Restaurants, Mexican","True","False",2,0,"False","u'average'","True","2","False","False",1,"True","'free'","u'full_bar'","'casual'","False","False","True",0,0,1,0,0,0,0
"6079",120418,"hihud--QRriCYZw1zZvW4g","Gangnam Asian BBQ Dining","4480 Paradise Rd, Ste 600","Las Vegas","NV","89169",36.108898,-115.151261,4.5,3449,1,"Barbeque, Korean, Asian Fusion, Tapas/Small Plates, Japanese, Restaurants","True","True",4,1,"True","u'average'","True","2","False","True",2,"True","'free'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,1,0
"6080",120434,"Rn9FfZqjIU1oy8XaST9qbw","Black Locust Cafe","829 E Washington Ave","Madison","WI","53703",43.081653,-89.373548,4.5,102,1,"Creperies, Food, Cafes, Breakfast & Brunch, Southern, Juice Bars & Smoothies, Coffee & Tea, Restaurants","True","False",3,1,"False","u'average'","True","1","True","True",3,"False","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"6081",120470,"QK9Sy16uWUqEwTPdoKSiEA","Black Bear Diner","1809 EBaseline Rd","Gilbert","AZ","85233",33.3784717639,-111.7912952323,3.5,382,1,"Restaurants, Breakfast & Brunch, Diners, American (Traditional), American (New), Burgers","True","False",4,1,"False","u'average'","True","2","False","True",1,"False","'free'","u'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,1
"6082",120472,"zoDilOV7nSQ3lXIhGOSbog","Ghost Ranch: Modern Southwest Cuisine","1006 E Warner Rd, Ste 102-103","Tempe","AZ","85284",33.3354902,-111.9272373,4.5,127,1,"Restaurants, American (New)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"6083",120573,"w_UCGMgok7N9p0XdYBx1VQ","Primanti Bros","2 S Market Sq","Pittsburgh","PA","15222",40.440287,-80.002585,3.5,690,1,"Sandwiches, Bars, Nightlife, Restaurants, Sports Bars, Chicken Wings, American (New)","True","False",1,1,"False","'loud'","True","1","True","False",1,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6084",120585,"m63NTcEP4p43ZvXnmPuNjA","Star Donuts","14155 W Bell Rd, Ste 109","Surprise","AZ","85374",33.638194899,-112.3650426418,4.5,110,1,"Coffee & Tea, Donuts, American (New), Food, Restaurants","True",NA,NA,0,"False",NA,"True","1","True","True",NA,NA,"'no'",NA,NA,"True",NA,"True",0,0,0,0,0,0,1
"6085",120609,"Ycn-l-X6joxbVQzgxjXpRQ","Hyatt Regency Scottsdale Resort & Spa at Gainey Ranch","7500 E Doubletree Ranch Rd","Scottsdale","AZ","85258",33.5666604,-111.9185781,4,478,1,"Restaurants, Event Planning & Services, Resorts, Hotels, Hotels & Travel, Venues & Event Spaces","True","True",4,1,"False","u'very_loud'","False","3","True",NA,0,"True","u'free'","'full_bar'","'casual'","True","True","True",0,0,0,0,0,0,0
"6086",120623,"BEc3HRXw8xSEL2C6e47jRQ","Sheraton Grand at Wild Horse Pass","5594 W Wild Horse Pass Blvd","Phoenix","AZ","85226",33.2665198,-111.99188,3.5,224,1,"Event Planning & Services, Hotels & Travel, Restaurants, Beauty & Spas, Hotels, Day Spas, Cosmetics & Beauty Supply, Shopping","True","True",NA,1,"True","u'average'","False","3","True","True",1,"True","u'paid'","'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,0
"6087",120642,"LcYrqMhUO_TITSXFk_SjJA","Sweet Tomatoes","21001 North Tatum Blvd., #93","Phoenix","AZ","85050",33.6769879109,-111.9762262207,3.5,139,1,"Vegetarian, Restaurants, Soup, Buffets, Salad","True","False",2,1,"True","u'average'","True","2","False","True",1,"False","u'no'","u'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"6088",120652,"VEe-_Yc1fbEtUjkACEjLpA","District American Kitchen and Wine Bar","320 N 3rd St","Phoenix","AZ","85004",33.4517463,-112.0702494,3.5,435,1,"Bars, Wine Bars, American (New), Restaurants, Nightlife","False","True",1,4,"False","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6089",120654,"prh-RlduJU3z3ynA5lU3Wg","Original ChopShop","222 E University Dr","Tempe","AZ","85281",33.422318,-111.935883,4,454,1,"Restaurants, Cafes, Food, Breakfast & Brunch, Juice Bars & Smoothies, American (New), Salad","True","False",3,1,"True","u'average'","True","2","True","True",3,"False","'free'","u'full_bar'","u'casual'","True","True","True",0,0,0,0,0,0,1
"6090",120671,"ZARPISrzPW6PrMSwexHnxw","Burgatory","342 N Shore Dr","Pittsburgh","PA","15212",40.4461811,-80.0108833,4,267,1,"Juice Bars & Smoothies, Beer Bar, Nightlife, American (New), Cocktail Bars, Bars, Food, Fast Food, Burgers, Restaurants","True","True",3,2,"True","'average'","True","2","True","True",2,"True","'free'","u'full_bar'","'casual'","True","True","True",0,0,0,0,0,0,1
"6091",120731,"v5YvCuj_b26JKAqDcnReFQ","Evan's Old Town Grille","1129 Arizona St","Boulder City","NV","89005",35.977963,-114.83545,4,116,1,"Greek, Restaurants, American (Traditional), American (New), Italian","True","True",1,1,"True","u'average'","True","2","True","False",1,"True","u'no'","u'full_bar'","u'casual'","True","True","True",0,0,0,1,0,0,1
"6092",120742,"OGRB__fguKfGpPdH7FvBDA","The Rose and Crown","628 E Adams St","Phoenix","AZ","85004",33.4493777,-112.0656259,3.5,360,1,"Nightlife, Restaurants, Bars, Pubs, British","False","True",2,3,"False","u'average'","True","2","True","True",1,"True","u'free'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"6093",120794,"vnKHXrw585IOH4F3m29yFQ","Milagro","783 Queen St W","Toronto","ON","M6J 1G1",43.6461262,-79.408207,3.5,101,1,"Mexican, Local Flavor, Latin American, Restaurants","False","True",1,1,"True","u'loud'","True","2","True","True",1,"False","u'no'","u'full_bar'","u'casual'","True","False",NA,0,0,1,0,0,0,1
"6094",120832,"axZSFXdaJ0KE5auPwBllRQ","Corner Bakery Cafe","454 N 3rd St, Ste 1065","Phoenix","AZ","85004",33.452388,-112.069737,2.5,182,1,"Soup, Salad, Sandwiches, Cafes, Breakfast & Brunch, Bakeries, Food, Restaurants","True","False",2,1,"True","u'average'","True","1","True","True",1,"False","u'free'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,0
"6095",120838,"3ViGD_AF1AUmxF4zeHB_kQ","Pho King Phonomenal Noodle Lab & Grill","35 E Basic Rd, Ste B","Henderson","NV","89015",36.0310443714,-114.9773214385,4,118,0,"Thai, Restaurants, Noodles, Sandwiches","True","False",2,1,"True","u'quiet'","True","1","False","False",1,"False","'free'","u'none'","u'casual'","True","True","True",0,0,0,0,0,0,0
"6096",120839,"Os1NdWfFCpz9FWa4gDOLRw","Oregano's Pizza Bistro","6821 East Superstition Springs Blvd","Mesa","AZ","85209",33.3832178,-111.6838063,4,163,1,"Pizza, Food, Italian, Restaurants, Pasta Shops, Chicken Wings, Specialty Food","True","False",3,1,"True","'average'","True","2","True","True",1,"True","'no'","u'full_bar'","'casual'","True","False","True",0,0,0,1,0,0,0
"6097",120844,"sEISdekUJSvDcCNumX9NUw","JJ Japanese Thai","6485 Mississauga Rd","Mississauga","ON","L5N 1A6",43.5979036,-79.735232,3.5,111,0,"Japanese, Restaurants, Thai","True","True",2,1,"False","u'average'","True","2","False","False",1,"False","u'no'","u'full_bar'","u'casual'","True","False",NA,0,0,0,0,0,1,0
"6098",120848,"ObcMSGc1uotvpnwydoStIg","Earl's Grocery","1609 Elizabeth Ave","Charlotte","NC","28204",35.2136851,-80.8260792,4.5,186,1,"Beer, Wine & Spirits, Coffee & Tea, Convenience Stores, Grocery, Caterers, Sandwiches, Restaurants, Event Planning & Services, Food Trucks, Specialty Food, Food, Breakfast & Brunch","True","False",3,1,"True","u'average'","True","2","True","True",3,"False","u'free'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"6099",120855,"IZivKqtHyz4-ts8KsnvMrA","Kung Fu Tea","5030 Spring Mountain Rd","Las Vegas","NV","89146",36.1270199715,-115.2096439898,4.5,1253,1,"Food, Restaurants, Juice Bars & Smoothies, Bubble Tea, Coffee & Tea, Taiwanese",NA,NA,1,1,"True",NA,"True","1","True","False",NA,NA,"u'free'","'none'",NA,NA,"False","True",0,0,0,0,0,0,0
"6100",120920,"5REYrZfsX3m4E3FTwovp5Q","Seviche","930 Penn Ave","Pittsburgh","PA","15222",40.4440334,-79.9970421,4,335,0,"Tapas/Small Plates, Latin American, Cuban, Restaurants","False","True",1,1,"True","'average'","True","2","True","True",1,"True","u'no'","'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6101",120921,"gkxcnkbrQfEWqyiOah0yoA","Mama Bird","10550 Southern Highlands Pkwy, Ste 140","Las Vegas","NV","89141",35.9974897,-115.2056326,4,208,1,"Southern, American (New), Breakfast & Brunch, Food, Restaurants, Smokehouse","True","False",3,0,"True",NA,"True","2","False","False",2,"False","u'no'","u'none'","'casual'","True","False","True",0,0,0,0,0,0,1
"6102",120950,"V9bs-9SqhlryOCLy6vk6gg","Tim Finnegan's Irish Restaurant and Pub","9201 N 29th Ave","Phoenix","AZ","85051",33.5691369028,-112.1203580008,4,266,0,"Bars, Pubs, Irish, Arts & Entertainment, Music Venues, Nightlife, Restaurants","False","True",NA,1,"True","u'average'","True","2","True","True",1,"True","u'free'","'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,0
"6103",120977,"67dcLNePnhQzq6CZWjCOLw","The 3 Brewers","125-135 York Blvd","Richmond Hill","ON","L4B 3J6",43.8472391902,-79.375839209,3.5,153,1,"Nightlife, Pubs, Beer, Wine & Spirits, Bars, Diners, Food, Breweries, Restaurants","True","True",1,2,"False","u'average'","True","2","True","True",1,"True","'free'","'full_bar'","'casual'","True","False",NA,0,0,0,0,0,0,0
"6104",121043,"_gnSt_cqn5XMmLuAhTdC4A","Sugar Jam Bake Shop & Bistro","7950 E Redfield Rd, Ste 100","Scottsdale","AZ","85260",33.6142564,-111.9095556,4.5,231,1,"Food, Restaurants, Cafes, Sandwiches, Food Trucks, Barbeque, Desserts, Bakeries, Food Delivery Services, Event Planning & Services, Custom Cakes, Southern, Caterers, Soup, Coffee & Tea, Breakfast & Brunch","True","True",3,2,"True","u'quiet'","True","2","True","True",1,"False","u'free'","u'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"6105",121081,"s2X_2ri_9Krm0xuciKCR-Q","Bacio","3801 S Las Vegas Blvd","Las Vegas","NV","89109",36.0990448,-115.1704519,3.5,155,1,"Restaurants, Italian, Breakfast & Brunch","False","True",1,2,"False","u'average'","True","3","False","False",0,"False","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,1,0,0,0
"6106",121083,"8L_eeOwZryvlUEO42Zq8nQ","L & L Hawaiian Barbecue","10860 W Charleston Blvd, Ste 180","Las Vegas","NV","89135",36.1612452,-115.3332232,3.5,125,1,"Restaurants, Barbeque, Hawaiian, Salad","True","False",2,1,"True","u'average'","True","1","False","True",1,"True","u'no'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,0
"6107",121118,"bNqBMZ00lnhhfxzV8OhLfQ","Big Bone BBQ & Wicked Wings","180 Bullock Drive","Markham","ON","L3P 7N3",43.8748269897,-79.2803461477,4,187,1,"Chicken Wings, Restaurants, Barbeque","True","True",2,1,"True","u'average'","True","2","True","True",1,"True","u'free'","u'beer_and_wine'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"6108",121147,"-A9sm-E6uQxWTJ_MuyOzFw","Zen 32","3160 E Camelback Rd","Phoenix","AZ","85016",33.5100591,-112.0142073,3,105,0,"Japanese, Sushi Bars, Restaurants","False","True",NA,1,NA,NA,"True","2","True",NA,NA,NA,NA,"'full_bar'","u'casual'","True","False","True",0,0,0,0,0,1,0
"6109",121157,"ohEnmKpF7i2_ujme1p_vUQ","Cornish Pasty Company","1941 W Guadalupe Rd, Ste 101","Mesa","AZ","85202",33.3629395,-111.8752823,4.5,1123,1,"Restaurants, British","True","False",2,1,"True","u'average'","True","2","True","True",2,"False","u'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,0
"6110",121160,"_V0yJdpXrbdKzBDoVSJGWA","Silver Sevens Hotel and Casino","4100 Paradise Rd","Las Vegas","NV","89169",36.1141583,-115.1535379,2.5,378,1,"Hotels, American (Traditional), Casinos, Hotels & Travel, Arts & Entertainment, Do-It-Yourself Food, Restaurants, Event Planning & Services, Food","False","True",2,1,"False","u'average'","False","2","False","True",1,"True","'free'","'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6111",121172,"aow8T0EAFdYDXmVAUO5aFg","Salad and Go","743 N Gilbert Rd","Gilbert","AZ","85234",33.3616325,-111.7896774,4.5,251,1,"Salad, Fast Food, Restaurants, American (New), American (Traditional)","True","False",2,1,"True","u'quiet'","True","1","True","True",1,"False","u'no'","u'none'","u'casual'","False","False","True",0,0,0,0,0,0,1
"6112",121205,"cePE3rCuUOVSCCAHSjWxoQ","Karved","3957 S Maryland Pkwy","Las Vegas","NV","89119",36.117091,-115.138401,5,313,1,"Fast Food, Restaurants, Sandwiches, American (New), American (Traditional)","True","False",2,2,"True","'quiet'","True","2","False","True",2,"True","u'free'","'none'","'casual'","True","True","True",0,0,0,0,0,0,1
"6113",121212,"scj1FBV05NVe0iQxplNNYw","Dozo Japanese Cuisine","4320 N Miller Rd","Scottsdale","AZ","85251",33.4991916,-111.9178159,4,121,0,"Restaurants, Japanese, Sushi Bars","True","True",NA,1,"False","u'quiet'","True","2","False",NA,1,"True","u'no'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,1,0
"6114",121250,"qcDFrv2EQU9GeIAAVqdA-g","Jack Astor's Bar & Grill","133 John Street","Toronto","ON","M5V 2E4",43.6487747,-79.3903295,3,111,1,"Sports Bars, Restaurants, American (New), Nightlife, Canadian (New), Bars, Burgers","True","True",1,1,"False","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","True",NA,0,0,0,0,0,0,1
"6115",121277,"VSKuaELhYMXOpLql_r4Z0A","Canter's Las Vegas","3545 S Las Vegas Blvd, Ste L18","Las Vegas","NV","89109",36.1177747,-115.1725759,3,172,1,"Restaurants, Delis","True","False",5,1,"True","u'average'","True","2","True","False",1,"True","'free'","'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,0,0
"6116",121303,"khOsPUxJuf5R3cmgiZnk6g","Mr Chu","15B Finch Avenue W","Toronto","ON","M2N 7K4",43.7792132603,-79.4170891866,4.5,105,1,"Desserts, Korean, Restaurants, Food, Mexican","True","True",2,3,"True","u'average'","True","1","False","True",1,"False","'no'","u'none'","u'casual'","True","False",NA,0,0,1,0,0,0,0
"6117",121312,"zgAecXWgPlkthxKPR6Dtcg","Boss Pizza Bar","7125 E 2nd St","Scottsdale","AZ","85251",33.490968626,-111.9275699928,4,143,0,"American (Traditional), Nightlife, Bars, Burgers, Sports Bars, Restaurants, Pizza","True","True",3,2,"True","u'average'","True","2","True","True",1,"True","'free'","u'full_bar'","'casual'","True","True","True",0,0,0,0,0,0,1
"6118",121354,"o86OGfW63bVqWkIrvxcEQQ","Postino Highland","4821 N Scottsdale Rd","Scottsdale","AZ","85251",33.5066042,-111.9257002,4.5,338,1,"Breakfast & Brunch, Bars, Restaurants, Italian, Nightlife, Wine Bars","False","True",2,1,"True","'average'","True","2","True","True",3,"False","'free'","'beer_and_wine'","'casual'","True","False","True",0,0,0,1,0,0,0
"6119",121403,"JUY-6k02E-Zf5QZXhnKabA","TurkDish Mediterranean Cuisine","4929 W Ray Rd, Ste 1","Chandler","AZ","85226",33.3194138,-111.9257567,4.5,203,1,"Halal, Turkish, Bakeries, Mediterranean, Restaurants, Food","True","False",3,2,"True","u'quiet'","True","2","False","True",1,"True","u'free'","u'none'","u'casual'","True","True","True",0,0,0,0,0,0,0
"6120",121406,"tJcpzXzykNSLuzWwa1JQUw","Queen St Warehouse","232 Queen Street W","Toronto","ON","M5V 1Z6",43.6501835,-79.3901876,3,308,1,"Dive Bars, Comfort Food, Bars, Nightlife, Restaurants","False","False",0,1,"False","u'very_loud'","True","1","True","True",2,"True","'no'","u'full_bar'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"6121",121421,"qGJZ1C3rUjqZ6LAtNMjQtw","Aladdin's Eatery","12447 Cedar Rd","Cleveland","OH","44106",41.5013108577,-81.5926750837,4,140,1,"Restaurants, Mediterranean, Middle Eastern, Vegetarian, Vegan","True","False",2,1,"True","u'average'","True","2","False","True",1,"False","u'no'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,0,0
"6122",121426,"oRbrnRAXGQetQDbkDhJp8w","North Italia","1069 S Rampart Blvd","Las Vegas","NV","89145",36.159717,-115.2915033,4,566,1,"Pizza, Restaurants, Italian","True","True",4,1,"True","'average'","True","2","True","True",3,"True","'no'","u'full_bar'","'casual'","True","False","True",0,0,0,1,0,0,0
"6123",121438,"2B46bRpDh49eDyjXGhL_ZQ","La Maison de Maggie","3455 S Durango Dr, Ste 112","Las Vegas","NV","89117",36.1271566,-115.2800102,4.5,339,1,"Cafes, Restaurants, Gluten-Free, Creperies, French","True","False",3,1,"True","'quiet'","True","2","True","False",1,"False","u'free'","u'beer_and_wine'","'casual'","True","True","True",0,1,0,0,0,0,0
"6124",121473,"XqPMOwrJ0xjphyNQYcoPLg","Buddha's Vegetarian Foods","666 Dundas Street W","Toronto","ON","M5T 1H9",43.6519184,-79.4033756,4,108,1,"Vegetarian, Vegan, Restaurants, Chinese","True","True",2,1,"False","u'average'","True","1","False","True",1,"False","u'no'","u'none'","u'casual'","True","False",NA,1,0,0,0,0,0,0
"6125",121478,"AVLj5MSJD1si-Rl6X6qTXQ","Rosewood Chinese Cuisine","463 Dundas Street W","Toronto","ON","M5T 1G8",43.6531088463,-79.39671278,3,176,1,"Restaurants, Tapas/Small Plates, Dim Sum, Chinese, Sushi Bars","True","True",2,1,"False","u'average'","True","2","False","True",1,"False","u'free'","u'beer_and_wine'","u'casual'","True","False","True",1,0,0,0,0,0,0
"6126",121493,"mfMTS_2YBhmq9phSx1bnxg","Remedy's Tavern","530 Conestoga Way","Henderson","NV","89002",35.993443412,-114.9332423229,3.5,171,1,"Breakfast & Brunch, Restaurants, Sports Bars, American (Traditional), Bars, Nightlife","False","False",3,1,"False","u'average'","True","2","False","True",1,"True","u'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
